date,HN,HNW,HS,SWE,northing,easting,altitude,hs
2021-11-29,0.03,,0.13,,135080.0,657520.0,1410.0,
2021-11-30,0.01,,0.12,,135080.0,657520.0,1410.0,
2021-12-01,0.02,,0.12,,135080.0,657520.0,1410.0,
2021-12-02,0.0,0.0,0.11,,135080.0,657520.0,1410.0,
2021-12-03,0.03,,0.14,,135080.0,657520.0,1410.0,
2021-12-04,0.09,,0.21,,135080.0,657520.0,1410.0,
2021-12-05,0.07,,0.24,,135080.0,657520.0,1410.0,
2021-12-06,0.01,,0.25,,135080.0,657520.0,1410.0,
2021-12-07,0.05,,0.27,,135080.0,657520.0,1410.0,
2021-12-08,0.0,0.0,0.26,,135080.0,657520.0,1410.0,
2021-12-09,0.08,,0.28,,135080.0,657520.0,1410.0,
2021-12-10,0.0,0.0,0.27,,135080.0,657520.0,1410.0,
2021-12-11,0.07,,0.31,,135080.0,657520.0,1410.0,
2021-12-12,0.01,,0.31,,135080.0,657520.0,1410.0,
2021-12-13,0.0,0.0,0.28,,135080.0,657520.0,1410.0,
2021-12-14,0.0,0.0,0.27,,135080.0,657520.0,1410.0,
2021-12-15,0.0,0.0,0.27,,135080.0,657520.0,1410.0,
2021-12-16,0.0,0.0,0.26,,135080.0,657520.0,1410.0,
2021-12-17,0.0,0.0,0.25,,135080.0,657520.0,1410.0,
2021-12-18,0.0,0.0,0.25,,135080.0,657520.0,1410.0,
2021-12-19,0.0,0.0,0.25,,135080.0,657520.0,1410.0,
2021-12-20,0.0,0.0,0.25,,135080.0,657520.0,1410.0,
2021-12-21,0.0,0.0,0.25,,135080.0,657520.0,1410.0,
2021-12-22,0.0,0.0,0.25,,135080.0,657520.0,1410.0,
2021-12-23,0.0,0.0,0.25,,135080.0,657520.0,1410.0,
2021-12-24,0.0,0.0,0.24,,135080.0,657520.0,1410.0,
2021-12-25,0.0,0.0,0.24,,135080.0,657520.0,1410.0,
2021-12-26,0.0,0.0,0.24,,135080.0,657520.0,1410.0,
2021-12-27,0.0,0.0,0.24,,135080.0,657520.0,1410.0,
2021-12-28,0.08,,0.31,,135080.0,657520.0,1410.0,
2021-12-29,0.04,,0.32,,135080.0,657520.0,1410.0,
2021-12-30,0.16,14.0,0.45,,135080.0,657520.0,1410.0,
2021-12-31,0.0,0.0,0.37,,135080.0,657520.0,1410.0,
2022-01-01,0.0,0.0,0.36,,135080.0,657520.0,1410.0,
2022-01-02,0.0,0.0,0.36,,135080.0,657520.0,1410.0,
2022-01-03,0.0,0.0,0.35,,135080.0,657520.0,1410.0,
2022-01-04,0.0,0.0,0.35,,135080.0,657520.0,1410.0,
2022-01-05,0.08,,0.41,,135080.0,657520.0,1410.0,
2022-01-06,0.0,0.0,0.38,,135080.0,657520.0,1410.0,
2022-01-07,0.0,0.0,0.37,,135080.0,657520.0,1410.0,
2022-01-08,0.05,,0.41,,135080.0,657520.0,1410.0,
2022-01-09,0.07,,0.38,,135080.0,657520.0,1410.0,
2022-01-10,0.05,,0.42,,135080.0,657520.0,1410.0,
2022-01-11,0.0,0.0,0.42,,135080.0,657520.0,1410.0,
2022-01-12,0.0,0.0,0.4,,135080.0,657520.0,1410.0,
2022-01-13,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-14,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-15,0.0,0.0,0.38,,135080.0,657520.0,1410.0,
2022-01-16,0.0,0.0,0.38,,135080.0,657520.0,1410.0,
2022-01-17,0.0,0.0,0.37,,135080.0,657520.0,1410.0,
2022-01-18,0.0,0.0,0.37,,135080.0,657520.0,1410.0,
2022-01-19,0.0,0.0,0.37,,135080.0,657520.0,1410.0,
2022-01-20,0.04,,0.4,,135080.0,657520.0,1410.0,
2022-01-21,0.0,0.0,0.4,,135080.0,657520.0,1410.0,
2022-01-22,0.0,0.0,0.4,,135080.0,657520.0,1410.0,
2022-01-23,0.0,0.0,0.4,,135080.0,657520.0,1410.0,
2022-01-24,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-25,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-26,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-27,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-28,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-29,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-30,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-01-31,0.0,0.0,0.39,,135080.0,657520.0,1410.0,
2022-02-01,0.14,15.0,0.49,,135080.0,657520.0,1410.0,
2022-02-02,0.13,15.0,0.62,,135080.0,657520.0,1410.0,
2022-02-03,0.02,,0.56,,135080.0,657520.0,1410.0,
2022-02-04,0.0,0.0,0.55,,135080.0,657520.0,1410.0,
2022-02-05,0.01,,0.55,,135080.0,657520.0,1410.0,
2022-02-06,0.0,0.0,0.54,,135080.0,657520.0,1410.0,
2022-02-07,0.07,,0.6,,135080.0,657520.0,1410.0,
2022-02-08,0.0,0.0,0.59,,135080.0,657520.0,1410.0,
2022-02-09,0.0,0.0,0.59,,135080.0,657520.0,1410.0,
2022-02-10,0.0,0.0,0.58,,135080.0,657520.0,1410.0,
2022-02-11,0.0,0.0,0.58,,135080.0,657520.0,1410.0,
2022-02-12,0.04,,0.62,,135080.0,657520.0,1410.0,
2022-02-13,0.0,0.0,0.59,,135080.0,657520.0,1410.0,
2022-02-14,0.0,0.0,0.59,,135080.0,657520.0,1410.0,
2022-02-15,0.03,,0.61,,135080.0,657520.0,1410.0,
2022-02-16,0.0,0.0,0.6,,135080.0,657520.0,1410.0,
2022-02-17,0.05,,0.62,,135080.0,657520.0,1410.0,
2022-02-18,0.0,0.0,0.58,,135080.0,657520.0,1410.0,
2022-02-19,0.0,0.0,0.57,,135080.0,657520.0,1410.0,
2022-02-20,0.0,0.0,0.56,,135080.0,657520.0,1410.0,
2022-02-21,0.0,0.0,0.56,,135080.0,657520.0,1410.0,
2022-02-22,0.09,,0.59,,135080.0,657520.0,1410.0,
2022-02-23,0.0,0.0,0.56,,135080.0,657520.0,1410.0,
2022-02-24,0.0,0.0,0.49,,135080.0,657520.0,1410.0,
2022-02-25,0.0,0.0,0.49,,135080.0,657520.0,1410.0,
2022-02-26,0.0,0.0,0.49,,135080.0,657520.0,1410.0,
2022-02-27,0.0,0.0,0.49,,135080.0,657520.0,1410.0,
2022-02-28,0.0,0.0,0.48,,135080.0,657520.0,1410.0,
2022-03-01,0.0,0.0,0.48,,135080.0,657520.0,1410.0,
2022-03-02,0.0,0.0,0.48,,135080.0,657520.0,1410.0,
2022-03-03,0.0,0.0,0.48,,135080.0,657520.0,1410.0,
2022-03-04,0.0,0.0,0.48,,135080.0,657520.0,1410.0,
2022-03-05,0.0,0.0,0.47,,135080.0,657520.0,1410.0,
2022-03-06,0.0,0.0,0.47,,135080.0,657520.0,1410.0,
2022-03-07,0.0,0.0,0.47,,135080.0,657520.0,1410.0,
2022-03-08,0.0,0.0,0.46,,135080.0,657520.0,1410.0,
2022-03-09,0.0,0.0,0.46,,135080.0,657520.0,1410.0,
2022-03-10,0.0,0.0,0.45,,135080.0,657520.0,1410.0,
2022-03-11,0.0,0.0,0.45,,135080.0,657520.0,1410.0,
2022-03-12,0.0,0.0,0.44,,135080.0,657520.0,1410.0,
2022-03-13,0.0,0.0,0.43,,135080.0,657520.0,1410.0,
2022-03-14,0.0,0.0,0.42,,135080.0,657520.0,1410.0,
2022-03-15,0.0,0.0,0.41,,135080.0,657520.0,1410.0,
2022-03-16,0.0,0.0,0.38,,135080.0,657520.0,1410.0,
2022-03-17,0.0,0.0,0.36,,135080.0,657520.0,1410.0,
2022-03-18,0.0,0.0,0.32,,135080.0,657520.0,1410.0,
2022-03-19,0.0,0.0,0.26,,135080.0,657520.0,1410.0,
2022-03-20,0.0,0.0,0.25,,135080.0,657520.0,1410.0,
2022-03-21,0.0,0.0,0.15,,135080.0,657520.0,1410.0,
2022-03-22,0.0,0.0,0.07,,135080.0,657520.0,1410.0,
2022-03-23,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-03-24,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-03-25,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-03-26,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-03-27,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-03-28,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-03-29,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-03-30,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-03-31,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-01,0.01,,0.01,,135080.0,657520.0,1410.0,
2022-04-02,0.16,15.0,0.16,,135080.0,657520.0,1410.0,
2022-04-03,0.0,0.0,0.06,,135080.0,657520.0,1410.0,
2022-04-04,0.0,0.0,0.02,,135080.0,657520.0,1410.0,
2022-04-05,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-06,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-07,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-08,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-09,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-10,0.01,,0.01,,135080.0,657520.0,1410.0,
2022-04-11,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-12,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-13,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-14,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-15,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-16,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-17,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-18,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-19,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-20,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-21,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-22,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-23,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-24,0.02,,0.02,,135080.0,657520.0,1410.0,
2022-04-25,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-26,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-27,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-28,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-29,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
2022-04-30,0.0,0.0,0.0,,135080.0,657520.0,1410.0,
